Accession number,Source,Tissue,Development stage,Country
SRX7636665,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636664,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636662,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636668,RNA-Seq,Potato Leaf,,USA: Wisconsin
SRX7636660,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636661,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636659,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636658,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636657,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636656,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636655,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636654,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636653,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636663,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636652,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636651,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636649,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636650,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636648,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636647,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636645,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636643,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636644,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636641,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636642,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636640,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636638,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636637,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636646,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636636,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636632,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636635,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636634,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636633,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636630,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636639,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636629,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636628,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636627,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636626,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636625,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636631,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636623,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636624,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636622,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636619,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636617,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636618,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636621,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636616,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636620,RNA-Seq,Potato Tuber,,USA: Montana
SRX7636612,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636613,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636611,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636615,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636614,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636610,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636609,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636608,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636607,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636606,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636604,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636605,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636602,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636601,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636603,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636599,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636598,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636597,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636596,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636600,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636595,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636594,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636592,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636593,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636589,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636591,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636588,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636587,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636586,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636585,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636584,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636590,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636582,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636583,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636581,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636579,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636580,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636578,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636577,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636576,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636574,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636575,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636573,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636572,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636570,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636569,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636567,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636568,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636571,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636566,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636565,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636564,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636563,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636562,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636560,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636561,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636558,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636557,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636556,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636555,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636554,RNA-Seq,Potato Leaf,,USA: Minnesota
SRX7636553,RNA-Seq,Potato Tuber,,USA: Wisconsin
SRX7636552,RNA-Seq,Potato Tuber,,USA: Wisconsin
SRX7636550,RNA-Seq,Potato Tuber,,USA: Wisconsin
SRX7636551,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636549,RNA-Seq,Potato Tuber,,USA: Wisconsin
SRX7636547,RNA-Seq,Potato Tuber,,USA: Wisconsin
SRX7636546,RNA-Seq,Potato Leaf,,USA: Wisconsin
SRX7636559,RNA-Seq,Potato Tuber,,USA: Minnesota
SRX7636548,RNA-Seq,Potato Tuber,,USA: Wisconsin
SRX7636544,RNA-Seq,Potato Leaf,,USA: Wisconsin
SRX7636542,RNA-Seq,Potato Leaf,,USA: Wisconsin
SRX7636543,RNA-Seq,Potato Leaf,,USA: Wisconsin
SRX7636541,RNA-Seq,Potato Leaf,,USA: Wisconsin
SRX7636540,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636538,RNA-Seq,Potato Tuber,,USA: Wisconsin
SRX7636539,RNA-Seq,Potato Tuber,,USA: Wisconsin
SRX7636537,RNA-Seq,Potato Tuber,,USA: Wisconsin
SRX7636536,RNA-Seq,Potato Tuber,,USA: Wisconsin
SRX7636535,RNA-Seq,Potato Tuber,,USA: Wisconsin
SRX7636545,RNA-Seq,Potato Leaf,,USA: Wisconsin
SRX7636534,RNA-Seq,Potato Tuber,,USA: Wisconsin
SRX7636532,RNA-Seq,Potato Tuber,,USA: Wisconsin
SRX7636533,RNA-Seq,Potato Tuber,,USA: Wisconsin
SRX7636531,RNA-Seq,Potato Tuber,,USA: Wisconsin
SRX7636530,RNA-Seq,Potato Leaf,,USA: Wisconsin
SRX7636529,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636528,RNA-Seq,Potato Leaf,,USA: Montana
SRX7636527,RNA-Seq,Potato Leaf,,USA: Montana
SRX7444559,RNA-Seq,Leaf,,"India: ICAR-CPRI, Shimla"
SRX7444556,RNA-Seq,Stolon,,"India: ICAR-CPRI, Shimla"
SRX7444552,RNA-Seq,Stolon,,"India: ICAR-CPRI, Shimla"
SRX7444557,RNA-Seq,Leaf,,"India: ICAR-CPRI, Shimla"
SRX7444558,RNA-Seq,Stolon,,"India: ICAR-CPRI, Shimla"
SRX7444560,RNA-Seq,Stolon,,"India: ICAR-CPRI, Shimla"
SRX7444551,RNA-Seq,Leaf,,"India: ICAR-CPRI, Shimla"
SRX7444554,RNA-Seq,Root,,"India: ICAR-CPRI, Shimla"
SRX7444550,RNA-Seq,Root,,"India: ICAR-CPRI, Shimla"
SRX7444555,RNA-Seq,Leaf,,"India: ICAR-CPRI, Shimla"
SRX7444553,RNA-Seq,Leaf,,"India: ICAR-CPRI, Shimla"
SRX7444549,RNA-Seq,Leaf,,"India: ICAR-CPRI, Shimla"
SRX7399985,RNA-Seq,shoot,,China
SRX7399981,RNA-Seq,shoot,,China
SRX7399980,RNA-Seq,shoot,,China
SRX7399984,RNA-Seq,shoot,,China
SRX7399976,RNA-Seq,shoot,,China
SRX7399979,RNA-Seq,shoot,,China
SRX7399983,RNA-Seq,shoot,,China
SRX7399977,RNA-Seq,shoot,,China
SRX7399978,RNA-Seq,shoot,,China
SRX7399982,RNA-Seq,shoot,,China
SRX7399975,RNA-Seq,shoot,,China
SRX7399974,RNA-Seq,shoot,,China
SRX7399973,RNA-Seq,shoot,,China
SRX7399972,RNA-Seq,shoot,,China
SRX7399968,RNA-Seq,shoot,,China
SRX7399969,RNA-Seq,shoot,,China
SRX7399971,RNA-Seq,shoot,,China
SRX7399970,RNA-Seq,shoot,,China
SRX7399967,RNA-Seq,shoot,,China
SRX7399966,RNA-Seq,shoot,,China
SRX7399965,RNA-Seq,shoot,,China
SRX7399964,RNA-Seq,shoot,,China
SRX7399962,RNA-Seq,shoot,,China
SRX7399961,RNA-Seq,shoot,,China
SRX7399959,RNA-Seq,shoot,,China
SRX7399960,RNA-Seq,shoot,,China
SRX7367617,RNA-Seq,leaf-tissue between veins,,
SRX7367615,RNA-Seq,leaf-tissue between veins,,
SRX7399963,RNA-Seq,shoot,,China
SRX7367616,RNA-Seq,leaf-tissue between veins,,
SRX7367614,RNA-Seq,leaf-immediate surrounding,,
SRX7367611,RNA-Seq,leaf-cell death cone,,
SRX7367613,RNA-Seq,leaf-cell death cone,,
SRX7367610,RNA-Seq,leaf-immediate surrounding,,
SRX7367609,RNA-Seq,leaf-cell death cone,,
SRX7367612,RNA-Seq,leaf-immediate surrounding,,
SRX7367605,RNA-Seq,leaf-immediate surrounding,,
SRX7367607,RNA-Seq,leaf-tissue between veins,,
SRX7367608,RNA-Seq,leaf-tissue between veins,,
SRX7367606,RNA-Seq,leaf-tissue between veins,,
SRX7367604,RNA-Seq,leaf-cell death cone,,
SRX7367602,RNA-Seq,leaf-cell death cone,,
SRX7367603,RNA-Seq,leaf-immediate surrounding,,
SRX7367601,RNA-Seq,leaf-immediate surrounding,,
SRX7367600,RNA-Seq,leaf-cell death cone,,
SRX7367599,RNA-Seq,leaf-tissue between veins,,
SRX7367597,RNA-Seq,leaf-tissue between veins,,
SRX7367598,RNA-Seq,leaf-tissue between veins,,
SRX7367595,RNA-Seq,leaf-cell death cone,,
SRX7367596,RNA-Seq,leaf-immediate surrounding,,
SRX7367594,RNA-Seq,leaf-immediate surrounding,,
SRX7367592,RNA-Seq,leaf-immediate surrounding,,
SRX7367593,RNA-Seq,leaf-cell death cone,,
SRX7367591,RNA-Seq,leaf-cell death cone,,
SRX7278792,RNA-Seq,tuber,Tuber expansion,China:Lanzhou
SRX7278793,RNA-Seq,tuber,Tuber expansion,China:Lanzhou
SRX7278794,RNA-Seq,basic root tip,Tuber expansion,China:Lanzhou
SRX7278788,RNA-Seq,primary stolon,Tuber expansion,China:Lanzhou
SRX7278789,RNA-Seq,primary stolon,Tuber expansion,China:Lanzhou
SRX7278791,RNA-Seq,tuber,Tuber expansion,China:Lanzhou
SRX7278790,RNA-Seq,primary stolon,Tuber expansion,China:Lanzhou
SRX7278787,RNA-Seq,basic root tip,Tuber expansion,China:Lanzhou
SRX7278785,RNA-Seq,tuber,Tuber expansion,China:Lanzhou
SRX7278786,RNA-Seq,tuber,Tuber expansion,China:Lanzhou
SRX7278784,RNA-Seq,tuber,Tuber expansion,China:Lanzhou
SRX7278783,RNA-Seq,primary stolon,Tuber expansion,China:Lanzhou
SRX7278781,RNA-Seq,primary stolon,Tuber expansion,China:Lanzhou
SRX7278779,RNA-Seq,basic root tip,Tuber expansion,China:Lanzhou
SRX7278777,RNA-Seq,basic root tip,Tuber expansion,China:Lanzhou
SRX7278778,RNA-Seq,basic root tip,Tuber expansion,China:Lanzhou
SRX7278782,RNA-Seq,primary stolon,Tuber expansion,China:Lanzhou
SRX7278780,RNA-Seq,basic root tip,Tuber expansion,China:Lanzhou
SRX7142914,RNA-Seq,Leaf,,"Kenya: Bungoma, Mount Elgon"
SRX7212623,RNA-Seq,leaf,pre tuberization,China: Wuhan
SRX7142910,RNA-Seq,Leaf,,"Kenya: Bungoma, Mount Elgon"
SRX7212624,RNA-Seq,leaf,pre tuberization,China: Wuhan
SRX7142908,RNA-Seq,Leaf,,Kenya: Njoro
SRX7142911,RNA-Seq,Leaf,,"Kenya: Nakuru, Elburgon"
SRX7142913,RNA-Seq,Leaf,,"Kenya: Bungoma, Mount Elgon"
SRX7142912,RNA-Seq,Leaf,,"Kenya: Bungoma, Mount Elgon"
SRX7142906,RNA-Seq,Leaf,,Kenya: Molo
SRX7142907,RNA-Seq,Leaf,,Kenya: Njoro
SRX7142909,RNA-Seq,Leaf,,Kenya: Njoro
SRX7142905,RNA-Seq,Leaf,,"Kenya: Trans-Nzoia, Kiminini"
SRX7142903,RNA-Seq,Leaf,,Kenya: Molo
SRX7142904,RNA-Seq,Leaf,,Kenya: Molo
SRX7142902,RNA-Seq,Leaf,,Kenya: Molo
SRX7142901,RNA-Seq,Leaf,,Kenya: Molo
SRX7142900,RNA-Seq,Leaf,,Kenya: Njoro
SRX7142899,RNA-Seq,Leaf,,Kenya: Njoro
SRX7142898,RNA-Seq,Leaf,,Kenya: Njoro
SRX7142896,RNA-Seq,Leaf,,Kenya: Njoro
SRX7142897,RNA-Seq,Leaf,,Kenya: Njoro
SRX7142895,RNA-Seq,Leaf,,Kenya: Njoro
SRX7142893,RNA-Seq,Leaf,,Kenya: Njoro
SRX7142894,RNA-Seq,Leaf,,"Kenya: Trans-Nzoia, Kiminini"
SRX7142891,RNA-Seq,Leaf,,Kenya: Keringet
SRX7142892,RNA-Seq,Leaf,,Kenya: Keringet
SRX7142890,RNA-Seq,Leaf,,Kenya: Keringet
SRX7142889,RNA-Seq,Leaf,,Kenya: Keringet
SRX7142888,RNA-Seq,Leaf,,Kenya: Keringet
SRX7142886,RNA-Seq,Leaf,,Kenya: Keringet
SRX7142887,RNA-Seq,Leaf,,Kenya: Keringet
SRX7142885,RNA-Seq,Leaf,,Kenya: Keringet
SRX7142883,RNA-Seq,Leaf,,"Kenya: Trans-Nzoia, Kiminini"
SRX7142884,RNA-Seq,Leaf,,Kenya: Olenguruone
SRX7142882,RNA-Seq,Leaf,,Kenya: Olenguruone
SRX7142880,RNA-Seq,Leaf,,Kenya: Olenguruone
SRX7142879,RNA-Seq,Leaf,,Kenya: Olenguruone
SRX7142881,RNA-Seq,Leaf,,Kenya: Olenguruone
SRX7142878,RNA-Seq,Leaf,,Kenya: Olenguruone
SRX7142877,RNA-Seq,Leaf,,Kenya: Olenguruone
SRX7142875,RNA-Seq,Leaf,,Kenya: Olenguruone
SRX7142876,RNA-Seq,Leaf,,Kenya: Olenguruone
SRX7142874,RNA-Seq,Leaf,,Kenya: Olenguruone
SRX7142873,RNA-Seq,Leaf,,Kenya: Bomet
SRX7142870,RNA-Seq,Leaf,,Kenya: Bomet
SRX7142872,RNA-Seq,Leaf,,"Kenya: Trans-Nzoia, Kiminini"
SRX7142869,RNA-Seq,Leaf,,Kenya: Bomet
SRX7142871,RNA-Seq,Leaf,,Kenya: Bomet
SRX7142868,RNA-Seq,Leaf,,Kenya: Olenguruone
SRX7142867,RNA-Seq,Leaf,,Kenya: Bomet
SRX7142866,RNA-Seq,Leaf,,Kenya: Bomet
SRX7142865,RNA-Seq,Leaf,,Kenya: Bomet
SRX7142863,RNA-Seq,Leaf,,Kenya: Bomet
SRX7142864,RNA-Seq,Leaf,,Kenya: Bomet
SRX7142861,RNA-Seq,Leaf,,"Kenya: Trans-Nzoia, Kiminini"
SRX7142860,RNA-Seq,Leaf,,"Kenya: Bungoma, Mount Elgon"
SRX7142859,RNA-Seq,Leaf,,"Kenya: Bungoma, Mount Elgon"
SRX7142858,RNA-Seq,Leaf,,"Kenya: Bungoma, Mount Elgon"
SRX7142857,RNA-Seq,Leaf,,"Kenya: Bungoma, Mount Elgon"
SRX7142855,RNA-Seq,Leaf,,"Kenya: Bungoma, Mount Elgon"
SRX7142856,RNA-Seq,Leaf,,"Kenya: Bungoma, Mount Elgon"
SRX7142862,RNA-Seq,Leaf,,Kenya: Bomet
SRX7142854,RNA-Seq,Leaf,,"Kenya: Bungoma, Mount Elgon"
SRX7142853,RNA-Seq,Leaf,,"Kenya: Bungoma, Mount Elgon"
SRX7142850,RNA-Seq,Leaf,,"Kenya: Trans-Nzoia, Kiminini"
SRX7142851,RNA-Seq,Leaf,,"Kenya: Bungoma, Mount Elgon"
SRX7142852,RNA-Seq,Leaf,,"Kenya: Bungoma, Mount Elgon"
SRX7142849,RNA-Seq,Leaf,,"Kenya: Trans-Nzoia, Kiminini"
SRX7134083,RNA-Seq,"terminal bud, rolled leaf and small flower bud",Bud stage,not collected
SRX7134080,RNA-Seq,The stem of ungrafted jimson weed,Stolon and tuber development stage,not collected
SRX7134082,RNA-Seq,"Same with StS, apical region attaching terminal bud, rolled leaf and small flower bud",Bud stage,not collected
SRX7134081,RNA-Seq,"Same with StS, apical region attaching terminal bud, rolled leaf and small flower bud",Bud stage,not collected
SRX7134079,RNA-Seq,the stem which same with DsR of ungrafted jimson weed,Stolon and tuber development stage,not collected
SRX7134078,RNA-Seq,"apical region attaching terminal bud, rolled leaf and small flower bud",Bud stage,not collected
SRX7134077,RNA-Seq,"Sampling same with DsR, the stem of ungrafted jimson weed",Stolon and tuber development stage,not collected
SRX7134076,RNA-Seq,The stem tissues of 2 cm below grafting union,Stolon and tuber development stage,not collected
SRX7134075,RNA-Seq,"Sampling same with DsR-1,the stem tissues of 3 cm below grafting union",Stolon and tuber development stage,not collected
SRX7134073,RNA-Seq,"apical region, terminal bud, rolled leaf and small flower bud",Bud stage,not collected
SRX7134074,RNA-Seq,the stem tissues of 2 cm below grafting union,Stolon and tuber development stage,not collected
SRX7134072,RNA-Seq,"apical region attaching terminal bud, rolled leaf and small flower bud",Bud stage,not collected
SRX7132668,RNA-Seq,Leaf,Low temperature treatment for 12 hours,China: Anhui
SRX7132669,RNA-Seq,Leaf,Low temperature treatment for 12 hours,China: Anhui
SRX7132667,RNA-Seq,Leaf,Low temperature treatment for 12 hours,China: Anhui
SRX7117130,RNA-Seq,Leaf,Low temperature treatment for 4 hours,China: Anhui
SRX7117125,RNA-Seq,Leaf,Normal temperature treatment for 4 hours,China: Anhui
SRX7117126,RNA-Seq,Leaf,Normal temperature treatment for 4 hours,China: Anhui
SRX7117127,RNA-Seq,Leaf,Normal temperature treatment for 4 hours,China: Anhui
SRX7117129,RNA-Seq,Leaf,Low temperature treatment for 4 hours,China: Anhui
SRX7116456,RNA-Seq,Leaf,Before flowering,China
SRX7117128,RNA-Seq,Leaf,Low temperature treatment for 4 hours,China: Anhui
SRX7116458,RNA-Seq,Leaf,Before flowering,China
SRX7116457,RNA-Seq,Leaf,Before flowering,China
SRX7116453,RNA-Seq,Leaf,Before flowering,China
SRX7116454,RNA-Seq,Leaf,Before flowering,China
SRX7116455,RNA-Seq,Leaf,Before flowering,China
SRX7115047,RNA-Seq,leaf cell,,
SRX7115046,RNA-Seq,leaf cell,,
SRX7115048,RNA-Seq,leaf cell,,
SRX7115044,RNA-Seq,leaf cell,,
SRX7115043,RNA-Seq,leaf cell,,
SRX7115045,RNA-Seq,leaf cell,,
SRX7115042,RNA-Seq,leaf cell,,
SRX7115040,RNA-Seq,leaf cell,,
SRX7115039,RNA-Seq,leaf cell,,
SRX7115041,RNA-Seq,leaf cell,,
SRX7115038,RNA-Seq,leaf cell,,
SRX7115037,RNA-Seq,leaf cell,,
SRX7115036,RNA-Seq,leaf cell,,
SRX7115034,RNA-Seq,leaf cell,,
SRX7115035,RNA-Seq,leaf cell,,
SRX7115033,RNA-Seq,leaf cell,,
SRX7115032,RNA-Seq,leaf cell,,
SRX7115030,RNA-Seq,leaf cell,,
SRX7115031,RNA-Seq,leaf cell,,
SRX7115029,RNA-Seq,leaf cell,,
SRX7115028,RNA-Seq,leaf cell,,
SRX7115027,RNA-Seq,leaf cell,,
SRX7115026,RNA-Seq,leaf cell,,
SRX7115025,RNA-Seq,leaf cell,,
SRX7077598,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077599,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077597,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077595,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077594,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077591,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077593,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077596,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077589,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077588,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077590,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077587,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077586,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077585,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077584,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077579,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077583,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077580,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077578,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077577,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077582,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077576,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077575,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077574,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077573,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077571,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077568,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077567,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077572,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7077569,RNA-Seq,in vitro seedlings,in vitro seedlings,Netherlands
SRX7072894,RNA-Seq,Roots,,USA:Oregon
SRX7072893,RNA-Seq,Roots,,USA:Oregon
SRX7072892,RNA-Seq,Roots,,USA:Oregon
SRX7072891,RNA-Seq,Roots,,USA:Oregon
SRX7072888,RNA-Seq,Roots,,USA:Oregon
SRX7072889,RNA-Seq,Roots,,USA:Oregon
SRX7072887,RNA-Seq,Roots,,USA:Oregon
SRX7072885,RNA-Seq,Roots,,USA:Oregon
SRX7072884,RNA-Seq,Roots,,USA:Oregon
SRX7072883,RNA-Seq,Roots,,USA:Oregon
SRX7072886,RNA-Seq,Roots,,USA:Oregon
SRX7072882,RNA-Seq,Roots,,USA:Oregon
SRX7027969,RNA-Seq,Tuber,RC5241B,Canada
SRX7027968,RNA-Seq,Tuber,RC5233A,Canada
SRX7010710,RNA-Seq,root,flowering,China: Lanzhou
SRX7010708,RNA-Seq,root,flowering,China: Lanzhou
SRX7010709,RNA-Seq,root,flowering,China: Lanzhou
SRX7010707,RNA-Seq,root,flowering,China: Lanzhou
SRX7010706,RNA-Seq,root,flowering,China: Lanzhou
SRX7010705,RNA-Seq,root,flowering,China: Lanzhou
SRX6930531,RNA-Seq,,,
SRX6930530,RNA-Seq,,,
SRX6930529,RNA-Seq,,,
SRX6930528,RNA-Seq,,,
SRX6930527,RNA-Seq,,,
SRX6930525,RNA-Seq,,,
SRX6930526,RNA-Seq,,,
SRX6930524,RNA-Seq,,,
SRX6930523,RNA-Seq,,,
SRX6930522,RNA-Seq,,,
SRX6930521,RNA-Seq,,,
SRX6930519,RNA-Seq,,,
SRX6930518,RNA-Seq,,,
SRX6930517,RNA-Seq,,,
SRX6930520,RNA-Seq,,,
SRX6930515,RNA-Seq,,,
SRX6930516,RNA-Seq,,,
SRX6930512,RNA-Seq,,,
SRX6930513,RNA-Seq,,,
SRX6930514,RNA-Seq,,,
SRX6930510,RNA-Seq,,,
SRX6930511,RNA-Seq,,,
SRX6930509,RNA-Seq,,,
SRX6930508,RNA-Seq,,,
SRX6930506,RNA-Seq,,,
SRX6930507,RNA-Seq,,,
SRX6930505,RNA-Seq,,,
SRX6930504,RNA-Seq,,,
SRX6930503,RNA-Seq,,,
SRX6930502,RNA-Seq,,,
SRX6930501,RNA-Seq,,,
SRX6930500,RNA-Seq,,,
SRX6930499,RNA-Seq,,,
SRX6930498,RNA-Seq,,,
SRX6930496,RNA-Seq,,,
SRX6930495,RNA-Seq,,,
SRX6930497,RNA-Seq,,,
SRX6930494,RNA-Seq,,,
SRX6930493,RNA-Seq,,,
SRX6930492,RNA-Seq,,,
SRX6930490,RNA-Seq,,,
SRX6930491,RNA-Seq,,,
SRX6930489,RNA-Seq,,,
SRX6930488,RNA-Seq,,,
SRX6930485,RNA-Seq,,,
SRX6930486,RNA-Seq,,,
SRX6930487,RNA-Seq,,,
SRX6930484,RNA-Seq,,,
SRX6930483,RNA-Seq,,,
SRX6930482,RNA-Seq,,,
SRX6930480,RNA-Seq,,,
SRX6930481,RNA-Seq,,,
SRX6930479,RNA-Seq,,,
SRX6930478,RNA-Seq,,,
SRX6930476,RNA-Seq,,,
SRX6930477,RNA-Seq,,,
SRX6930475,RNA-Seq,,,
SRX6930474,RNA-Seq,,,
SRX6930473,RNA-Seq,,,
SRX6929269,RNA-Seq,leaf,,not collected
